season,school,player_name,class_year,position,gp,gs
2022,Cincinnati,Gavin Gerhardt,Jr.,OL,13,13
2022,Cincinnati,Jeremy Cooper,Sr.,OL,12,8
2022,Cincinnati,Dylan O'Quinn,Sr.,OL,13,13
2022,Cincinnati,Lorenz Metz,Sr.,OL,5,4
2022,Clemson,Will Putnam,Sr.,OL,14,14
2022,Clemson,Jordan McFadden,Sr.,OL,14,14
2022,Clemson,Marcus Tate,So.,OL,11,11
2022,Clemson,Mitchell Mayes,Jr.,OL,11,4
2022,Clemson,Mason Trotter,Jr.,OL,1,1
2022,Clemson,Walker Parks,Jr.,OL,13,13
2022,Clemson,Blake Miller,Fr.,OL,14,14
2022,Coastal Carolina,Will McDonald,Jr.,OL,12,12
2022,Coastal Carolina,Donnell Wilson,Jr.,OL,13,12
2022,Coastal Carolina,Willie Lampkin,Jr.,OL,13,13
2022,Coastal Carolina,Willie Moise,So.,OL,12,11
2022,Coastal Carolina,Dillon Luther,Jr.,OL,12,1
2022,Coastal Carolina,Antwine Loper,Sr.,OL,12,12
2022,Colorado,Van Wells,Fr.,C,11,8
2022,Colorado,Austin Johnson,So.,OL,12,8
2022,Colorado,Gerard Christian-Lichtenhan,So.,OL,12,7
2022,Colorado,Jake Wiley,So.,OL,12,10
2022,Colorado,Noah Fenske,So.,OL,12,1
2022,Colorado,Frank Fillip,Jr.,OL,10,6
2022,Colorado,Casey Roddick,Sr.,OL,12,12
2022,Colorado,Tommy Brown,Sr.,OL,12,12
2022,Colorado St.,Owen Snively,So.,OL,8,2
2022,Colorado St.,Jacob Gardner,Jr.,OL,12,12
2022,Colorado St.,George Miki-Han,Fr.,OL,6,5
2022,Colorado St.,Dirk Nelson,So.,OL,4,1
2022,Colorado St.,Brian Crespo-Jaquez,So.,OL,1,1
2022,Colorado St.,Ches Jackson,Sr.,OL,3,1
2022,Colorado St.,Keegan Hamilton,Fr.,OL,7,3
2022,Colorado St.,Gray Davis,Sr.,OL,10,10
2022,Colorado St.,Dontae Keys,Sr.,OL,10,10
2022,Colorado St.,Dante Bivens,Sr.,OL,11,11
2022,Duke,Graham Barton,Jr.,C,13,13
2022,Duke,Maurice McIntyre,Sr.,OL,6,6
2022,Duke,John Gelotte,Jr.,OT,4,2
2022,Duke,Jacob Monk,Sr.,OL,11,10
2022,Duke,Justin Pickett,So.,OT,12,3
2022,Duke,"Andre Harris, Jr.",Sr.,OL,13,11
2022,Duke,Chance Lytle,Sr.,OL,13,12
2022,Duke,Jack Burns,Sr.,OL,13,8
2022,East Carolina,Isaiah Foote,So.,OL,13,13
2022,East Carolina,Avery Jones,Jr.,OL,12,12
2022,East Carolina,Noah Henderson,Jr.,OL,13,12
2022,East Carolina,Hampton Ergle,So.,OL,4,1
2022,East Carolina,Justin Redd,Sr.,OL,13,13
2022,East Carolina,Nishad Strother,So.,OL,13,13
2022,East Carolina,Parker Moorer,So.,OL,12,1
2022,East Carolina,Ethan Lang,Fr.,OL,1,1
2022,Eastern Mich.,Mickey Rewolinski,So.,OL,10,4
2022,Eastern Mich.,Dimitri Douglas,Sr.,OL,8,3
2022,Eastern Mich.,Richard Bates Jr.,Sr.,OL,12,10
2022,Eastern Mich.,Alex Howie,Sr.,OL,9,9
2022,Eastern Mich.,Brian Dooley,Sr.,OL,13,13
2022,Eastern Mich.,Marcellus Johnson,Sr.,OL,13,13
2022,Eastern Mich.,Sidy Sow,Sr.,OL,13,13
2022,FIU,Reynard Burnett,Jr.,OL,2,1
2022,FIU,Wyatt Lawson,Fr.,OL,8,4
2022,FIU,Julius Pierce,So.,OL,11,7
2022,FIU,Lyndell Hudson II,Jr.,OL,8,7
2022,FIU,Shamar Hobdy-Lee,So.,OL,12,11
2022,FIU,Sam Hill,So.,OL,5,1
2022,FIU,Phillip Houston,So.,OL,5,5
2022,FIU,Jacob Peace,Jr.,OL,11,9
2022,FIU,John Bock II,Fr.,OL,12,10
2022,Fla. Atlantic,Kamaar Bell,Fr.,OL,9,5
2022,Fla. Atlantic,Chaz Neal,Sr.,OL,12,12
2022,Fla. Atlantic,Marquice Robinson,Jr.,OL,12,10
2022,Fla. Atlantic,Nick Weber,Sr.,OL,12,12
2022,Fla. Atlantic,Brendan Bordner,Sr.,OL,12,12
2022,Fla. Atlantic,Dorian Hinton,So.,OL,11,9
2022,Florida,Kingsley Eguakun,Jr.,OL,13,13
2022,Florida,Michael Tarquin,Jr.,OL,9,8
2022,Florida,Richard Gouraige,Sr.,OL,13,13
2022,Florida,Ethan White,Sr.,OL,13,13
2022,Florida,Austin Barber,So.,OL,13,5
2022,Florida,Richie Leonard IV,So.,OL,11,1
2022,Florida,Kamryn Waites,So.,OL,13,1
2022,Florida,O'Cyrus Torrence,Jr.,OL,11,11
2022,Florida St.,Robert Scott Jr.,So.,OL,11,11
2022,Florida St.,Maurice Smith,So.,OL,12,12
2022,Florida St.,Dillan Gibbons,Sr.,OL,13,13
2022,Florida St.,Darius Washington,So.,OL,11,7
2022,Florida St.,D'Mitri Emmanuel,Sr.,OL,13,13
2022,Florida St.,Jazston Turnetine,Sr.,OL,13,8
2022,Florida St.,Bless Harris,Jr.,OL,1,1
2022,Fresno St.,Jacob Spomer,So.,OL,14,14
2022,Fresno St.,Jacob Isaia,Sr.,OL,14,10
2022,Fresno St.,Mose Vavao,Jr.,OL,14,14
2022,Fresno St.,Tyrone Sampson Jr.,Sr.,OL,13,3
2022,Fresno St.,Osmar Velez,Jr.,OL,10,1
2022,Fresno St.,Braylen Nelson,So.,OL,10,6
2022,Fresno St.,Bula Schmidt,Sr.,OL,14,14
2022,Fresno St.,Dontae Bull,Sr.,OL,7,7
2022,Fresno St.,Daniel Taumalolo,Jr.,OL,11,1
2022,Ga. Southern,Khalil Crowder,Sr.,OL,11,11
2022,Ga. Southern,Rasheed Miller,So.,OL,8,1
2022,Ga. Southern,Caleb Kelly,Sr.,OL,11,11
2022,Ga. Southern,Logan Langemeier,Sr.,OL,13,13
2022,Ga. Southern,Brian Miller,Sr.,OL,11,11
2022,Ga. Southern,Pichon Wimbley,Fr.,OL,12,12
2022,Georgia,Devin Willock,So.,OL,15,2
2022,Georgia,Broderick Jones,So.,OL,15,15
2022,Georgia,Amarius Mims,So.,OL,14,2
2022,Georgia,Tate Ratledge,Fr.,OL,14,14
2022,Georgia,Xavier Truss,Jr.,OL,15,14
2022,Georgia,Warren McClendon,Jr.,OL,14,13
2022,Georgia,Sedrick Van Pran,So.,OL,15,15
2022,Georgia St.,Pat Bartlett,Sr.,OL,11,11
2022,Georgia St.,Travis Glover,Sr.,OL,11,9
2022,Georgia St.,Johnathan Bass,Sr.,OL,5,2
2022,Georgia St.,Avery Reece,Jr.,C,11,1
2022,Georgia St.,Luis Cristobal,Jr.,OL,8,5
2022,Georgia St.,Mason Cook,So.,OL,11,3
2022,Georgia St.,Montavious Cunningham,Fr.,OL,8,4
2022,Georgia St.,Bryson Broadway,Jr.,OL,10,10
2022,Georgia St.,Malik Sumter,Sr.,C,12,12
2022,Georgia Tech,Joe Fusile,Fr.,OL,10,8
2022,Georgia Tech,Jakiah Leftwich,Fr.,OL,10,4
2022,Georgia Tech,Jordan Williams,So.,OL,12,12
2022,Georgia Tech,Paula Vaipulu,So.,OL,9,4
2022,Georgia Tech,Weston Franklin,So.,OL,12,12
2022,Georgia Tech,Paul Tchio,So.,OL,3,1
2022,Georgia Tech,Corey Robinson II,Fr.,OL,12,12
2022,Georgia Tech,Pierce Quick,So.,OL,11,8
2022,Hawaii,Eliki Tanuvasa,Sr.,OL,9,8
2022,Hawaii,Sergio Muasau,So.,OL,11,7
2022,Hawaii,Stephan Bernal-Wendt,Sr.,OL,8,8
2022,Hawaii,Ilm Manning,Sr.,OL,13,13
2022,Hawaii,Solo Vaipulu,Sr.,OL,4,3
2022,Hawaii,Micah Vanterpool,Sr.,OL,13,13
2022,Hawaii,Austin Hopp,Sr.,OL,13,13
2022,Houston,Chayse Todd,So.,OL,10,1
2022,Houston,Tank Jenkins,Jr.,OL,13,2
2022,Houston,Jack Freeman,Jr.,OL,13,13
2022,Houston,Cam'Ron Johnson,So.,OL,13,13
2022,Houston,Patrick Paul,So.,OL,13,13
2022,Houston,Reuben Unije,Jr.,OL,7,2
2022,Houston,Tyler Johnson,So.,OL,12,10
2022,Houston,Lance Robinson,So.,OL,13,11
2022,Illinois,Julian Pearl,Jr.,OL,12,12
2022,Illinois,Alex Pihlstrom,Sr.,OL,13,13
2022,Illinois,Jordyn Slaughter,Jr.,OL,13,1
2022,Illinois,Zy Crisler,So.,OL,13,13
2022,Illinois,Isaiah Adams,Jr.,OL,13,13
2022,Illinois,Alex Palczewski,Sr.,OL,13,13
2022,Indiana,Parker Hanna,Sr.,OL,12,7
2022,Indiana,Joshua Sales Jr.,So.,OL,10,4
2022,Indiana,Caleb Murphy,Jr.,OL,12,2
2022,Indiana,Mike Katic,Jr.,OL,12,12
2022,Indiana,Kahlil Benson,Jr.,OL,12,5
2022,Indiana,Zach Carpenter,Jr.,OL,10,10
2022,Indiana,Tim Weaver,Jr.,OL,8,7
2022,Indiana,Matthew Bedford,Sr.,OL,1,1
2022,Indiana,Luke Haggard,Sr.,OL,12,12
2022,Iowa,Gennings Dunker,Fr.,OL,10,1
2022,Iowa,Nick DeJong,Jr.,OL,12,8
2022,Iowa,Beau Stephens,Fr.,OL,12,10
2022,Iowa,Tyler Elsbury,So.,OL,10,2
2022,Iowa,Connor Colby,So.,OL,13,13
2022,Iowa,Jack Plumb,Sr.,OL,12,5
2022,Iowa,Logan Jones,So.,OL,13,13
2022,Iowa,Mason Richman,So.,OL,13,13
2022,Iowa St.,Zach Ross,Sr.,OL,12,3
2022,Iowa St.,Jake Remsburg,Jr.,OL,8,6
2022,Iowa St.,Tyler Miller,So.,OL,12,10
2022,Iowa St.,Darrell Simmons,Jr.,OL,12,11
2022,Iowa St.,Grant Treiber,Jr.,OL,12,7
2022,Iowa St.,Jarrod Hufford,Jr.,OL,12,12
2022,Iowa St.,Trevor Downing,Sr.,OL,12,12
2022,James Madison,Cole Potts,So.,OL,11,11
2022,James Madison,Josh Toner,Fr.,OL,9,2
2022,James Madison,Tanner Morris,So.,OL,11,11
2022,James Madison,Tyler Stephens,So.,OL,11,11
2022,James Madison,Tyshawn Wyatt,So.,OL,11,11
2022,James Madison,Nick Kidwell,Jr.,OL,9,9
2022,Kansas,Dominick Puni,Sr.,OL,13,13
2022,Kansas,Michael Ford Jr.,So.,OL,13,13
2022,Kansas,Bryce Cabeldue,Jr.,OL,13,13
2022,Kansas,Mike Novitsky,Sr.,OL,13,13
2022,Kansas,Earl Bostick Jr.,Sr.,OL,13,13
2022,Kansas St.,Cooper Beebe,Jr.,OL,14,14
2022,Kansas St.,Taylor Poitier,Jr.,OL,1,1
2022,Kansas St.,Hadley Panzer,So.,OL,14,13
2022,Kansas St.,KT Leveston,Sr.,OL,14,14
2022,Kansas St.,Christian Duffie,Sr.,OL,14,14
2022,Kansas St.,Hayden Gillum,Sr.,OL,14,14
2022,Kent St.,Sam Allan,Sr.,OL,12,12
2022,Kent St.,Elijah Lamptey,Jr.,OL,10,2
2022,Kent St.,Savion Washington,Jr.,OL,11,10
2022,Kent St.,Marcellus Marshall,Jr.,OL,12,12
2022,Kent St.,Elijah Ratliff,Sr.,OL,12,12
2022,Kent St.,Jack Bailey,Jr.,OL,12,12
2022,Kentucky,Tashawn Manning,Sr.,OL,12,12
2022,Kentucky,David Wohlabaugh Jr.,Fr.,OL,8,1
2022,Kentucky,Deondre Buford,So.,OL,13,2
2022,Kentucky,Jager Burton,Fr.,OL,13,13
2022,Kentucky,Eli Cox,Jr.,OL,13,13
2022,Kentucky,Jeremy Flax,Jr.,OL,12,12
2022,Kentucky,Quintin Wilson,Sr.,OL,5,1
2022,Kentucky,Kenneth Horsey,Sr.,OL,12,11
2022,LSU,Emery Jones Jr.,Fr.,OL,14,12
2022,LSU,Garrett Dellinger,So.,OL,9,6
2022,LSU,Charles Turner III,Jr.,OL,12,12
2022,LSU,Marlon Martinez,Jr.,OL,12,1
2022,LSU,Anthony Bradford,Jr.,OL,13,12
2022,LSU,Cameron Wire,Sr.,OL,4,1
2022,LSU,Will Campbell,Fr.,OL,13,13
2022,LSU,Miles Frazier,So.,OL,13,12
2022,Liberty,Jonathan Graham,Jr.,OL,13,9
2022,Liberty,Jacob Bodden,Jr.,OL,5,3
2022,Liberty,Cooper McCaw,Sr.,OL,13,3
2022,Liberty,Brendan Schlittler,Jr.,OL,13,13
2022,Liberty,Cam Reddy,Sr.,OL,13,13
2022,Liberty,Naasir Watkins,Sr.,OL,11,11
2022,Liberty,X'Zauvea Gadlin,Sr.,OL,13,13
2022,Louisiana,George Jackson,So.,OT,12,4
2022,Louisiana,David Hudson,Sr.,OG,12,11
2022,Louisiana,Jax Harrington,So.,OG,11,11
2022,Louisiana,Carlos Rubio,Sr.,OT,10,10
2022,Louisiana,AJ Gillie,So.,OG,12,12
2022,Louisiana,Nathan Thomas,So.,OT,13,13
2022,Louisiana,James Ohonba,Jr.,OG,12,1
2022,Louisiana Tech,Abraham Delfin,Sr.,OL,3,3
2022,Louisiana Tech,Carson Bruno,So.,OL,12,12
2022,Louisiana Tech,Biron Rossell,Jr.,OL,9,1
2022,Louisiana Tech,Erron Mahoney-Bean,So.,OL,1,1
2022,Louisiana Tech,Dakota White,So.,OL,12,12
2022,Louisiana Tech,Joshua Mote,Sr.,OL,11,11
2022,Louisiana Tech,Bert Hale,So.,OL,10,7
2022,Louisiana Tech,Ray Kelly,So.,OL,6,2
2022,Louisiana Tech,Isaac Ellis,Jr.,OL,12,12
2022,Louisville,Adonis Boone,Sr.,OL,12,8
2022,Louisville,Bryan Hudson,Jr.,OL,13,13
2022,Louisville,Michael Gonzalez,So.,OL,12,5
2022,Louisville,Caleb Chandler,Sr.,OL,13,13
2022,Louisville,Renato Brown,So.,OL,13,13
2022,Louisville,Luke Kandra,So.,OL,8,2
2022,Louisville,Trevor Reid,Sr.,OL,12,11
2022,Marshall,Dalton Tucker,Jr.,OL,13,13
2022,Marshall,Ethan Driskell,So.,OL,13,13
2022,Marshall,Logan Osburn,So.,OL,13,13
2022,Marshall,Kendrick Sartor,Sr.,OL,13,13
2022,Marshall,Trent Holler,So.,OL,12,5
2022,Marshall,Cedrice Paillant,Sr.,OL,10,8
2022,Maryland,Spencer Anderson,Sr.,OL,13,13
2022,Maryland,Mason Lunsford,Sr.,OL,11,9
2022,Maryland,Delmar Glaze,Jr.,OL,13,13
2022,Maryland,Aric Harris,Jr.,OL,6,3
2022,Maryland,Coltin Deery,Fr.,OL,10,2
2022,Maryland,Jaelyn Duncan,Sr.,OL,12,12
2022,Maryland,Johari Branch,Sr.,OL,13,12
2022,Massachusetts,Josh Atwood,So.,OL,12,11
2022,Massachusetts,Max Longman,So.,OL,9,9
2022,Massachusetts,Ethan Mottinger,So.,OL,12,7
2022,Massachusetts,Xavier Graham,So.,OL,7,6
2022,Massachusetts,Jonny Hassard,So.,OL,12,12
2022,Massachusetts,Connor Vasher,Jr.,OL,6,1
2022,Massachusetts,Ben Bohnenberger,Jr.,OL,7,1
2022,Massachusetts,Cole Garcia,Jr.,OL,12,12
2022,Memphis,Austin Myers,Sr.,OL,12,12
2022,Memphis,Matt Dale,Sr.,OL,13,13
2022,Memphis,Jacob Likes,Jr.,OL,13,13
2022,Memphis,Mak Pounders,Fr.,OL,7,2
2022,Memphis,Jonah Gambill,So.,OL,11,11
2022,Memphis,Davion Carter,So.,OL,12,11
2022,Memphis,Brackston Alford,So.,OL,13,3
2022,Miami (FL),Anez Cooper,Fr.,OL,10,4
2022,Miami (FL),Matthew McCoy,Fr.,OL,2,1
2022,Miami (FL),Jakai Clark,Sr.,OL,10,9
2022,Miami (FL),Jalen Rivers,Fr.,OL,8,6
2022,Miami (FL),Laurence Seymore,So.,OG,6,4
2022,Miami (FL),Jonathan Denis,So.,OL,5,2
2022,Miami (FL),Logan Sagapolu,So.,OL,5,1
2022,Miami (FL),John Campbell Jr.,Sr.,OL,11,10
2022,Miami (FL),"DJ Scaife, Jr.",Sr.,OL,11,10
2022,Miami (FL),Justice Oluwaseun,Sr.,OL,5,4
2022,Miami (OH),Reid Holskey,Jr.,OL,11,11
2022,Miami (OH),Kolby Borders,So.,OL,9,9
2022,Miami (OH),Ben Jackson,Jr.,OL,12,1
2022,Miami (OH),Sam Vaughan,Jr.,OL,1,1
2022,Miami (OH),Rusty Feth,Sr.,OL,11,11
2022,Miami (OH),Caleb Shaffer,Sr.,OL,12,12
2022,Miami (OH),Will Jados,So.,OL,12,10
2022,Miami (OH),John Brekke,Sr.,OL,10,4
2022,Michigan,Karsen Barnhart,Sr.,OL,9,8
2022,Michigan,Zak Zinter,Jr.,OL,13,13
2022,Michigan,Jeffrey Persi,Jr.,OL,14,1
2022,Michigan,Giovanni El-Hadi,So.,OL,14,3
2022,Michigan,Trevor Keegan,Sr.,OL,10,10
2022,Michigan,Trente Jones,Sr.,OL,11,6
2022,Michigan,Olusegun Oluwatimi,Sr.,OL,13,13
2022,Michigan,Ryan Hayes,Sr.,OL,11,11
2022,Michigan,Alessandro Lorenzetti,Fr.,OL,1,1
2022,Michigan St.,Matt Carrick,Sr.,OL,9,9
2022,Michigan St.,Brandon Baldwin,Jr.,OL,9,5
2022,Michigan St.,Geno VanDeMark,Fr.,OL,10,2
2022,Michigan St.,J.D. Duplain,Sr.,OL,12,12
2022,Michigan St.,Nick Samac,Sr.,OL,12,12
2022,Michigan St.,Spencer Brown,Jr.,OL,12,12
2022,Michigan St.,Brian Greene,Sr.,OL,10,1
2022,Michigan St.,Jarrett Horst,Sr.,OL,8,7
2022,Middle Tenn.,Seth Falley,Jr.,OL,6,3
2022,Middle Tenn.,Jacqui Graham,Jr.,OL,11,10
2022,Middle Tenn.,Jordan Palmer,Sr.,OL,11,9
2022,Middle Tenn.,Jahlil Ryles,Jr.,OL,9,4
2022,Middle Tenn.,Sterling Porcher,So.,OL,13,13
2022,Middle Tenn.,Wilson Kelly,Fr.,OL,10,4
2022,Middle Tenn.,J'Shun Bodiford,So.,OL,9,1
2022,Middle Tenn.,Tyler Falvey,Jr.,OL,13,13
2022,Middle Tenn.,Keylan Rutledge,Fr.,OL,11,6
2022,Middle Tenn.,Ethan Ellis,Jr.,OL,13,2
2022,Minnesota,Nathan Boe,Sr.,OL,13,1
2022,Minnesota,Aireontae Ersery,So.,OL,13,13
2022,Minnesota,Chuck Filiaga,Sr.,OL,13,13
2022,Minnesota,Axel Ruschmeyer,Sr.,OL,13,13
