season,school,player_name,class_year,position,gp,gs
2020,Cincinnati,Jakari Robinson,Jr.,C,7,4
2020,Cincinnati,Vincent McConnell,Jr.,OL,9,9
2020,Cincinnati,Darius Harper,Sr.,OL,10,10
2020,Cincinnati,Jeremy Cooper,Jr.,OL,9,3
2020,Cincinnati,Dylan O'Quinn,Jr.,OL,10,7
2020,Cincinnati,Colin Woodside,Jr.,OL,10,1
2020,Cincinnati,James Hudson,Jr.,OL,10,10
2020,Cincinnati,Jake Renfro,Fr.,OL,7,6
2020,Clemson,Cade Stewart,Sr.,OL,12,12
2020,Clemson,Matt Bockhorst,Jr.,OG,12,12
2020,Clemson,Jackson Carman,Jr.,OT,12,12
2020,Clemson,Jordan McFadden,So.,OT,12,12
2020,Clemson,Will Putnam,So.,OL,12,12
2020,Coastal Carolina,Willie Lampkin,Fr.,OL,12,12
2020,Coastal Carolina,Kameren Stewart,So.,OL,9,2
2020,Coastal Carolina,Steven Bedosky,Sr.,OL,12,12
2020,Coastal Carolina,Trey Carter,Sr.,OL,12,12
2020,Coastal Carolina,Antwine Loper,Jr.,OL,11,10
2020,Coastal Carolina,Sam Thompson,Sr.,OL,12,12
2020,Colorado,Chance Lytle,Jr.,OL,3,3
2020,Colorado,Colby Pursell,Jr.,OL,3,3
2020,Colorado,William Sherman,Jr.,OL,6,6
2020,Colorado,Kary Kutsch,Sr.,OL,5,5
2020,Colorado,Frank Fillip,So.,OL,6,6
2020,Colorado,Casey Roddick,So.,OL,6,6
2020,Colorado St.,"John Blasco, Jr.",Jr.,OL,3,1
2020,Colorado St.,Barry Wesley,Jr.,OL,4,4
2020,Colorado St.,Keith Williams,Sr.,OL,3,3
2020,Colorado St.,Adam Korutz,Sr.,OL,4,4
2020,Colorado St.,Elijah Johnson,Jr.,OL,4,4
2020,Colorado St.,Cam Reddy,So.,OL,4,4
2020,Duke,Rakavius Chambers,Sr.,OL,11,8
2020,Duke,Will Taylor,Jr.,OL,6,6
2020,Duke,Maurice McIntyre,So.,OL,9,3
2020,Duke,Casey Holman,So.,OL,11,11
2020,Duke,Jacob Monk,So.,OL,11,11
2020,Duke,Graham Barton,Fr.,C,6,5
2020,Duke,Devery Hamilton,Sr.,OT,11,11
2020,East Carolina,D'Ante Smith,Sr.,OL,1,1
2020,East Carolina,Sean Bailey,Sr.,OL,9,9
2020,East Carolina,Nishad Strother,Fr.,OL,7,7
2020,East Carolina,Bailey Malovic,Jr.,OL,8,8
2020,East Carolina,Fernando Frye,Sr.,OL,9,9
2020,East Carolina,Justin Chase,Sr.,OL,9,2
2020,East Carolina,Avery Jones,So.,OL,9,8
2020,East Carolina,Walter Stribling,Fr.,OL,9,1
2020,Eastern Mich.,Jake Donnellon,Sr.,OL,5,5
2020,Eastern Mich.,Mike Van Hoeven,Sr.,OL,6,6
2020,Eastern Mich.,Sidy Sow,Jr.,OL,6,6
2020,Eastern Mich.,Brian Dooley,So.,OL,6,6
2020,Eastern Mich.,Marcellus Johnson,So.,OL,6,6
2020,Eastern Mich.,Richard Bates Jr.,Jr.,OL,5,1
2020,FIU,D'Antne Demery,Sr.,OL,2,2
2020,FIU,Lyndell Hudson II,So.,OL,5,5
2020,FIU,Mershawn Miller,Jr.,OL,3,3
2020,FIU,Shane McGough,Sr.,OL,4,4
2020,FIU,Sione Finau,So.,OL,5,5
2020,FIU,Dontae Keys,Sr.,OL,4,2
2020,FIU,Miles Frazier,Fr.,OL,3,1
2020,FIU,Obinna Nwankwo,Sr.,OL,5,3
2020,Fla. Atlantic,BJ Etienne,Jr.,OL,8,8
2020,Fla. Atlantic,Nick Weber,Jr.,OL,9,9
2020,Fla. Atlantic,Devin Hayes,So.,OL,9,2
2020,Fla. Atlantic,Doug Johnson,So.,OL,2,1
2020,Fla. Atlantic,Marquice Robinson,So.,OL,8,7
2020,Fla. Atlantic,Federico Maranges,Fr.,OL,7,7
2020,Fla. Atlantic,Adarius Tolliver,Fr.,OL,6,1
2020,Florida,Brett Heggie,Sr.,OL,12,12
2020,Florida,Stone Forsythe,Sr.,OL,12,12
2020,Florida,Jean Delance,Sr.,OL,12,11
2020,Florida,Richard Gouraige,So.,OL,12,12
2020,Florida,Stewart Reese,Sr.,OL,11,11
2020,Florida,Joshua Braun,Fr.,OL,11,1
2020,Florida St.,Baveon Johnson,Sr.,OL,9,8
2020,Florida St.,Brady Scott,Jr.,OL,8,1
2020,Florida St.,Maurice Smith,Fr.,OL,8,7
2020,Florida St.,Dontae Lucas,So.,OL,8,7
2020,Florida St.,Darius Washington,Fr.,OL,7,5
2020,Florida St.,Andrew Boselli,Sr.,OL,4,1
2020,Florida St.,Devontay Love-Taylor,Sr.,OL,7,7
2020,Florida St.,Robert Scott Jr.,Fr.,OL,8,7
2020,Florida St.,Thomas Shrader,Fr.,OL,4,1
2020,Fresno St.,Matt Smith,Sr.,OL,6,6
2020,Fresno St.,Syrus Tuitele,Sr.,OL,6,6
2020,Fresno St.,Quireo Woodley,Jr.,OL,6,6
2020,Fresno St.,Dontae Bull,Jr.,OL,4,4
2020,Fresno St.,Tyrone Sampson Jr.,So.,OL,4,1
2020,Fresno St.,Dante Adkins Jr.,Fr.,OL,4,4
2020,Fresno St.,Mose Vavao,Fr.,OL,6,2
2020,Ga. Southern,Drew Wilson,Sr.,OL,13,13
2020,Ga. Southern,Caleb Kelly,Jr.,OL,13,9
2020,Ga. Southern,Brian Miller,Jr.,OL,12,6
2020,Ga. Southern,Khalil Crowder,So.,OL,12,11
2020,Ga. Southern,Aaron Dowdell,Sr.,OL,13,13
2020,Ga. Southern,Logan Langemeier,So.,OL,13,13
2020,Georgia,Xavier Truss,Fr.,OL,6,1
2020,Georgia,Ben Cleveland,Sr.,OL,9,9
2020,Georgia,Justin Shaffer,Sr.,OL,10,10
2020,Georgia,Jamaree Salyer,Jr.,OL,10,10
2020,Georgia,Owen Condon,So.,OL,4,1
2020,Georgia,Warren Ericson,So.,OL,9,2
2020,Georgia,Trey Hill,Jr.,OL,8,8
2020,Georgia,Warren McClendon,Fr.,OL,10,9
2020,Georgia St.,Shamarious Gilmore,Sr.,OL,10,10
2020,Georgia St.,Malik Sumter,Jr.,OL,10,10
2020,Georgia St.,Pat Bartlett,Jr.,OL,10,10
2020,Georgia St.,Travis Glover,So.,OL,10,10
2020,Georgia St.,Despelado Alexandre,So.,OL,3,1
2020,Georgia St.,Johnathan Bass,So.,OL,8,7
2020,Georgia Tech,Charlie Clark,Jr.,OL,1,1
2020,Georgia Tech,Jack Coco,Jr.,OL,11,1
2020,Georgia Tech,Mikey Minihan,Jr.,OL,11,11
2020,Georgia Tech,Zach Quinney,Jr.,OL,11,11
2020,Georgia Tech,Jack DeFoor,Sr.,OL,11,11
2020,Georgia Tech,Ryan Johnson,Sr.,OL,11,11
2020,Georgia Tech,Jordan Williams,Fr.,OL,11,10
2020,Hawaii,Taaga Tuulima,Sr.,OL,9,9
2020,Hawaii,Micah Vanterpool,Jr.,OL,9,5
2020,Hawaii,Ilm Manning,Jr.,OL,7,5
2020,Hawaii,Solo Vaipulu,Jr.,OL,9,9
2020,Hawaii,Michael Elitise,Sr.,OL,9,8
2020,Hawaii,Caden Hillborn,Fr.,OL,2,1
2020,Hawaii,Gene Pryor,Sr.,OL,8,8
2020,Hawaii,Kohl Levao,Sr.,OL,1,1
2020,Houston,Patrick Paul,Fr.,OL,2,2
2020,Houston,Keenan Murphy,Sr.,OL,8,8
2020,Houston,Dennis Bardwell,Sr.,OL,6,6
2020,Houston,Max Banes,So.,OL,8,5
2020,Houston,Jordan Boatman,Jr.,OL,1,1
2020,Houston,Jack Freeman,So.,OL,6,5
2020,Houston,Braylon Jones,Sr.,OL,7,7
2020,Houston,Reuben Unije,So.,OL,7,6
2020,Illinois,Doug Kramer,Sr.,OL,5,5
2020,Illinois,Kendrick Green,Jr.,OL,8,8
2020,Illinois,Alex Palczewski,Sr.,OL,4,4
2020,Illinois,Alex Pihlstrom,Jr.,OL,8,2
2020,Illinois,Jordyn Slaughter,So.,OL,6,1
2020,Illinois,Julian Pearl,So.,OL,8,3
2020,Illinois,Verdis Brown,So.,OL,8,8
2020,Illinois,Vederian Lowe,Sr.,OL,8,8
2020,Indiana,Luke Haggard,Jr.,OL,6,4
2020,Indiana,Mackenzie Nworah,Sr.,OL,8,5
2020,Indiana,Harry Crider,Sr.,OL,8,8
2020,Indiana,Caleb Jones,Jr.,OL,5,5
2020,Indiana,Mike Katic,Fr.,OL,6,4
2020,Indiana,Matthew Bedford,So.,OL,7,7
2020,Indiana,Dylan Powell,Sr.,OL,8,6
2020,Iowa,Alaric Jackson,Sr.,OL,7,7
2020,Iowa,Cole Banwart,Sr.,OL,7,7
2020,Iowa,Mark Kallenberger,Jr.,OL,6,4
2020,Iowa,Cody Ince,So.,OL,8,6
2020,Iowa,Tyler Linderbaum,So.,OL,8,8
2020,Iowa,Jack Plumb,So.,OL,6,2
2020,Iowa,Kyler Schott,Jr.,OL,4,1
2020,Iowa,Coy Cronk,Sr.,OL,1,1
2020,Iowa St.,Sean Foster,Sr.,OL,12,12
2020,Iowa St.,Colin Newell,Jr.,OL,12,12
2020,Iowa St.,Derek Schweiger,Jr.,OL,12,12
2020,Iowa St.,Trevor Downing,So.,OL,1,1
2020,Iowa St.,Joey Ramos,So.,OL,8,5
2020,Iowa St.,Darrell Simmons,Fr.,OL,12,11
2020,Iowa St.,Jake Remsburg,Fr.,OL,8,6
2020,Iowa St.,Brady Petersen,Fr.,OL,1,1
2020,Kansas,Malik Clark,Sr.,OL,9,9
2020,Kansas,Chris Hughes,Sr.,OL,6,6
2020,Kansas,Earl Bostick Jr.,Sr.,OL,9,7
2020,Kansas,Jacobi Lott,So.,OL,7,7
2020,Kansas,Api Mane,Sr.,OL,6,5
2020,Kansas,Adagio Lopeti,So.,OL,7,5
2020,Kansas,Ar'maj Reed-Adams,Fr.,OL,5,3
2020,Kansas,Bryce Cabeldue,Fr.,OL,4,2
2020,Kansas,Garrett Jones,Fr.,OL,4,1
2020,Kansas St.,Ben Adler,Jr.,OL,8,8
2020,Kansas St.,Josh Rivas,Jr.,OL,8,8
2020,Kansas St.,Cooper Beebe,Fr.,OL,9,8
2020,Kansas St.,Christian Duffie,So.,OL,9,8
2020,Kansas St.,Noah Johnson,Sr.,OL,10,10
2020,Kansas St.,KT Leveston,So.,OL,10,5
2020,Kansas St.,Taylor Poitier,Fr.,OL,4,2
2020,Kansas St.,Dawson Delforge,Jr.,OL,8,1
2020,Kent St.,Bill Kuduk,Jr.,OL,4,4
2020,Kent St.,Adam Gregorie,Sr.,OL,4,4
2020,Kent St.,Nathan Monnin,Sr.,OL,4,4
2020,Kent St.,Julian Sams,Jr.,OL,1,1
2020,Kent St.,Elijah Ratliff,So.,OL,4,2
2020,Kent St.,Daniel Johnson,So.,OL,3,3
2020,Kent St.,Jack Clement,Jr.,OL,4,4
2020,Kentucky,Luke Fortner,Sr.,OT,10,10
2020,Kentucky,Drake Jackson,Sr.,OL,10,9
2020,Kentucky,Landon Young,Sr.,OT,11,11
2020,Kentucky,Austin Dotson,Jr.,OT,11,4
2020,Kentucky,Darian Kinnard,Jr.,OT,11,11
2020,Kentucky,Kenneth Horsey,So.,OG,8,8
2020,LSU,Ed Ingram,Jr.,OL,9,9
2020,LSU,Austin Deculus,Sr.,OL,10,10
2020,LSU,Chasen Hines,Jr.,OL,9,9
2020,LSU,Cameron Wire,So.,OL,9,6
2020,LSU,Charles Turner III,Fr.,OL,8,1
2020,LSU,Liam Shanahan,Sr.,OL,10,10
2020,Liberty,Damian Bounds,Sr.,OL,10,8
2020,Liberty,Thomas Sargeant,Sr.,OL,11,11
2020,Liberty,Cooper McCaw,Jr.,OL,11,11
2020,Liberty,Tristan Schultz,Sr.,OL,11,11
2020,Liberty,Brendan Schlittler,So.,OL,10,10
2020,Liberty,Jacob Bodden,So.,OL,11,4
2020,Louisiana,Zach Robertson,Sr.,OL,9,4
2020,Louisiana,David Hudson,Jr.,OL,5,1
2020,Louisiana,Carlos Rubio,Jr.,OL,10,7
2020,Louisiana,Shane Vallot,Jr.,OL,11,11
2020,Louisiana,Max Mitchell,Jr.,OL,10,10
2020,Louisiana,O'Cyrus Torrence,So.,OL,11,11
2020,Louisiana,Ken Marks,Sr.,OL,11,11
2020,Louisiana Tech,Antawn Lewis,Jr.,OL,5,5
2020,Louisiana Tech,Walker Hankinson,Fr.,OL,6,5
2020,Louisiana Tech,Kody Russey,Sr.,OL,10,10
2020,Louisiana Tech,Abraham Delfin,Jr.,OL,10,10
2020,Louisiana Tech,Joshua Mote,Jr.,OL,10,10
2020,Louisiana Tech,Biron Rossell,So.,OL,6,1
2020,Louisiana Tech,Donavaughn Campbell,Sr.,OL,6,6
2020,Louisiana Tech,Dakota White,Fr.,OL,8,3
2020,Louisville,Robbie Bell,Sr.,OL,8,4
2020,Louisville,Caleb Chandler,Jr.,OL,11,11
2020,Louisville,Cole Bentley,Sr.,OL,9,9
2020,Louisville,Adonis Boone,Jr.,OL,10,10
2020,Louisville,Joshua Black,Fr.,OL,1,1
2020,Louisville,Austin Collins,Fr.,OL,2,1
2020,Louisville,Cam DeGeorge,Sr.,OL,9,7
2020,Louisville,Renato Brown,Fr.,OL,11,9
2020,Marshall,Tarik Adams,Sr.,OL,7,2
2020,Marshall,Cain Madden,Sr.,OL,9,9
2020,Marshall,Alex Mollette,Sr.,OL,10,10
2020,Marshall,Alex Salguero,Sr.,OL,10,10
2020,Marshall,Will Ulmer,Sr.,OL,9,9
2020,Marshall,Dalton Tucker,So.,OL,10,2
2020,Marshall,Josh Ball,Sr.,OL,8,8
2020,Maryland,Marcus Minor,Sr.,OL,3,3
2020,Maryland,Johnny Jordan,Sr.,OL,4,4
2020,Maryland,Evan Gregory,Jr.,OL,3,1
2020,Maryland,Spencer Anderson,So.,OL,5,5
2020,Maryland,Jaelyn Duncan,Jr.,OL,5,5
2020,Maryland,Johari Branch,Jr.,OL,5,5
2020,Maryland,Amelio Moran,So.,OL,2,1
2020,Massachusetts,Larnel Coleman,Sr.,OL,4,4
2020,Massachusetts,Brian Abosi,Sr.,OL,4,4
2020,Massachusetts,Dalton Tomlison,Jr.,OL,4,4
2020,Massachusetts,Max Longman,Fr.,OL,4,4
2020,Massachusetts,Reggie Marks III,Jr.,OL,4,4
2020,Memphis,Obinna Eze,Jr.,OL,11,11
2020,Memphis,Isaac Ellis,So.,OL,11,11
2020,Memphis,Evan Fields,So.,OL,5,4
2020,Memphis,Manuel Orona-Lopez,Sr.,OL,11,11
2020,Memphis,Dylan Parham,Jr.,OL,11,11
2020,Memphis,Matt Dale,Sr.,OL,11,6
2020,Miami (FL),Corey Gaynor,Sr.,OL,11,11
2020,Miami (FL),"DJ Scaife, Jr.",Jr.,OL,11,11
2020,Miami (FL),John Campbell Jr.,Jr.,OL,7,4
2020,Miami (FL),Zion Nelson,So.,OL,11,7
2020,Miami (FL),Ousman Traore,So.,OL,8,2
2020,Miami (FL),Jakai Clark,So.,OL,10,9
2020,Miami (FL),Jarrid Williams,Sr.,OL,10,10
2020,Miami (OH),Rusty Feth,So.,OL,3,3
2020,Miami (OH),Tommy Doyle,Sr.,OL,3,3
2020,Miami (OH),Danny Godlevske,Sr.,OL,3,3
2020,Miami (OH),David Redding,Jr.,OL,2,1
2020,Miami (OH),Bennett Clark,So.,OL,3,2
2020,Miami (OH),Caleb Shaffer,So.,OL,3,3
2020,Michigan,Chuck Filiaga,Sr.,OL,6,6
2020,Michigan,Andrew Stueber,Sr.,OL,6,6
2020,Michigan,Ryan Hayes,Jr.,OL,2,2
2020,Michigan,Jalen Mayfield,Jr.,OL,2,2
2020,Michigan,Karsen Barnhart,So.,OL,6,4
2020,Michigan,Zach Carpenter,So.,OL,5,1
2020,Michigan,Zak Zinter,Fr.,OL,6,4
2020,Michigan,Andrew Vastardis,Sr.,OL,4,4
2020,Michigan St.,J.D. Duplain,So.,OL,7,5
2020,Michigan St.,Nick Samac,So.,OL,7,6
2020,Michigan St.,Matt Allen,Sr.,OL,2,1
2020,Michigan St.,AJ Arcuri,Sr.,OL,7,7
2020,Michigan St.,Kevin Jarvis,Jr.,OL,7,7
2020,Michigan St.,Matt Carrick,Jr.,OL,7,7
2020,Michigan St.,Blake Bueter,Jr.,OL,5,2
2020,Middle Tenn.,Steven Losoya,So.,OL,7,3
2020,Middle Tenn.,Cole Kirby,Jr.,OL,9,3
2020,Middle Tenn.,Jahlil Ryles,So.,OL,6,5
2020,Middle Tenn.,Tyler Thurman,So.,OL,3,3
2020,Middle Tenn.,Marcus Greer,So.,OL,9,9
2020,Middle Tenn.,Dorian Hinton,So.,OL,8,6
2020,Middle Tenn.,Robert Jones,Sr.,OL,8,7
2020,Middle Tenn.,Eric Magwood,Sr.,OL,5,2
2020,Middle Tenn.,Jordan Palmer,Jr.,OL,6,6
2020,Middle Tenn.,Lance Robinson,Fr.,OL,2,1
2020,Minnesota,Conner Olson,Sr.,OL,7,7
2020,Minnesota,Sam Schlueter,Sr.,OL,7,7
2020,Minnesota,Blaise Andries,Jr.,OL,7,7
2020,Minnesota,Axel Ruschmeyer,Jr.,OL,6,6
2020,Minnesota,John Michael Schmitz,Jr.,OL,6,6
2020,Minnesota,Nathan Boe,So.,OL,6,1
2020,Minnesota,Aireontae Ersery,Fr.,OL,1,1
2020,Mississippi St.,James Jackson,Jr.,OL,11,2
2020,Mississippi St.,LaQuinston Sharp,Sr.,OL,9,4
2020,Mississippi St.,Cole Smith,So.,OL,10,9
2020,Mississippi St.,Charles Cross,Fr.,OL,10,10
2020,Mississippi St.,Brandon Cunningham,Fr.,OL,9,1
2020,Mississippi St.,Kwatrivous Johnson,So.,OL,8,3
2020,Mississippi St.,Kameron Jones,So.,OL,6,6
2020,Mississippi St.,Greg Eiland,Sr.,OL,10,9
2020,Mississippi St.,Dareuan Parker,Sr.,OL,11,11
2020,Missouri,Luke Griffin,So.,OL,9,1
2020,Missouri,Michael Maietti,Sr.,OL,10,10
2020,Missouri,Larry Borom,Sr.,OL,8,8
2020,Missouri,Case Cook,Sr.,OL,10,10
2020,Missouri,Xavier Delgado,Jr.,OL,9,8
2020,Missouri,Bobby Lawrence,Jr.,OL,9,2
2020,Missouri,Javon Foster,Jr.,OL,9,2
2020,Missouri,Zeke Powell,Jr.,OL,9,8
2020,Missouri,Dylan Spencer,Fr.,OL,2,1
2020,NC State,Dylan McMahon,Fr.,OL,9,7
2020,NC State,Joe Sculthorpe,Sr.,OL,12,12
2020,NC State,Justin Witt,Sr.,OL,9,5
2020,NC State,Grant Gibson,Jr.,OL,12,12
2020,NC State,Bryson Speas,Jr.,OL,12,7
2020,NC State,Ikem Ekwonu,So.,OL,12,12
2020,NC State,Tyrone Riley,Sr.,OL,5,5
2020,NIU,Nolan Potter,So.,OL,6,6
2020,NIU,Marques Cox,Jr.,OL,6,6
2020,NIU,Logan Zschernitz,So.,OL,6,6
2020,NIU,Benn Olson,Sr.,OL,6,3
2020,NIU,Brayden Patton,Sr.,OL,6,5
2020,NIU,John Champe,Fr.,OL,6,3
2020,Navy,Pierce Banbury,Sr.,C,10,9
2020,Navy,Sean RATTAY,Sr.,OG,9,1
2020,Navy,Billy Honaker,Sr.,OL,10,10
2020,Navy,Peter Nestrowitz,Sr.,OL,10,10
2020,Navy,Justin Self,Sr.,OL,10,10
