season,school,player_name,class_year,position,gp,gs
2025,Arkansas St.,Walker Davis,So.,OL,3,1
2025,Arkansas St.,Mason Myers,So.,OL,12,12
2025,Arkansas St.,Riley McGehee,So.,OL,13,13
2025,Army West Point,Henry Appleton,Jr.,OL,13,13
2025,Army West Point,Paolo Gennarelli,Jr.,OL,11,11
2025,Army West Point,Brady Small,Jr.,OL,13,13
2025,Army West Point,Will Jeffcoat,Sr.,OL,13,13
2025,Army West Point,Braden Bartosh,Sr.,OL,12,2
2025,Army West Point,Teddy Williams,Jr.,OL,13,13
2025,Auburn,Mason Murphy,Sr.,OL,12,12
2025,Auburn,Izavion Miller,Sr.,OL,12,3
2025,Auburn,Jeremiah Wright,Sr.,OL,12,12
2025,Auburn,Kail Ellis,Fr.,OL,8,2
2025,Auburn,Dillon Wade,Sr.,OL,12,12
2025,Auburn,Xavier Chaplin,Jr.,OL,12,12
2025,Auburn,Connor Lew,Jr.,OL,7,7
2025,BYU,Isaiah Jatta,Sr.,OL,14,14
2025,BYU,Andrew Gentry,Sr.,OL,14,14
2025,BYU,Kyle Sfarcioc,Sr.,OL,14,5
2025,BYU,Weylin Lapuaho,Jr.,OL,10,10
2025,BYU,Bruce Mitchell,Sr.,OL,14,14
2025,BYU,Sonny Makasini,Sr.,OL,14,2
2025,BYU,Austin Leausa,Jr.,OL,14,12
2025,Ball St.,Otto Hess,Sr.,OL,12,5
2025,Ball St.,Aaron Roberts,Sr.,OL,12,12
2025,Ball St.,Tristan Cook,Fr.,OL,12,12
2025,Ball St.,Chris Hood,Jr.,OL,12,12
2025,Ball St.,Isaac Lucas,So.,OL,9,9
2025,Ball St.,Cole Mosier,Jr.,OL,11,10
2025,Baylor,Sidney Fugar,Sr.,OL,11,7
2025,Baylor,Coleton Price,Jr.,OL,11,11
2025,Baylor,Kaden Sieracki,Jr.,OL,12,12
2025,Baylor,Koltin Sieracki,Fr.,OL,11,3
2025,Baylor,Omar Aigbedion,Sr.,OL,10,10
2025,Baylor,Ryan Lengyel,Sr.,OL,12,12
2025,Baylor,Sean Thompkins Jr.,So.,OL,10,5
2025,Boise St.,Zach Holmes,Sr.,OL,14,6
2025,Boise St.,Kage Casey,Jr.,OL,13,13
2025,Boise St.,Jason Steele,So.,OL,11,9
2025,Boise St.,Mason Randolph,Sr.,OL,14,14
2025,Boise St.,Roger Carreon,Jr.,OL,14,13
2025,Boise St.,Jake Steele,Jr.,OL,14,1
2025,Boise St.,Kyle Cox,So.,OL,8,1
2025,Boise St.,Daylon Metoyer,Jr.,OL,13,13
2025,Boston College,Michael Crounse,Jr.,OL,12,9
2025,Boston College,Tommy Matheson,Sr.,OL,2,1
2025,Boston College,Eryx Daugherty,Jr.,OL,10,10
2025,Boston College,Jude Bowry,Sr.,OL,9,9
2025,Boston College,Robert Smith IV,Fr.,OL,8,5
2025,Boston College,Logan Taylor,Sr.,OL,12,12
2025,Boston College,Dwayne Allick,Sr.,OL,4,3
2025,Boston College,Kevin Cline,Sr.,OL,11,11
2025,Bowling Green,Alex Padgett,Sr.,C,11,11
2025,Bowling Green,James Thomas Jr.,So.,OT,12,2
2025,Bowling Green,Andrew Kilfoyl,Sr.,OG,11,11
2025,Bowling Green,Brody Bolyn,So.,C,8,1
2025,Bowling Green,Nate Pabst,Sr.,OT,12,12
2025,Bowling Green,Tunde Fatukasi,Sr.,OT,12,12
2025,Bowling Green,Jake Burns,Sr.,OG,11,11
2025,Buffalo,Trevor Brock,Sr.,OL,12,12
2025,Buffalo,Tyrone Davis,So.,OL,5,1
2025,Buffalo,Henry Tabansi,Jr.,OL,12,12
2025,Buffalo,Alex Heininger,Jr.,OL,10,9
2025,Buffalo,Jake Timm,Sr.,OL,10,7
2025,Buffalo,Robert Westmiller,Fr.,OL,1,1
2025,Buffalo,Tyler Doty,Sr.,OL,12,12
2025,Buffalo,James Carrington III,Sr.,OL,12,7
2025,California,Sioape Vatikani,Jr.,OL,12,9
2025,California,Bastian Swinney,Sr.,OL,13,4
2025,California,Braden Miller,Jr.,OL,13,7
2025,California,Nick Morrow,So.,OL,13,5
2025,California,Leon Bell,Jr.,OL,11,8
2025,California,Tyson Ruffins,So.,OL,13,13
2025,California,Jordan Spasojevic-Moko,Sr.,OL,13,13
2025,Central Mich.,Jacob Russell,So.,OL,13,13
2025,Central Mich.,Apisa Poumele,Jr.,OL,13,9
2025,Central Mich.,Matthew Nehf,So.,OL,9,9
2025,Central Mich.,Brady Ploucha,Jr.,OL,13,5
2025,Central Mich.,Dasan Smith,Fr.,OL,13,10
2025,Central Mich.,Ryan Blum,So.,OL,13,4
2025,Central Mich.,John Iannuzzi,Sr.,OL,1,1
2025,Central Mich.,Martin Koivisto,Jr.,OL,13,13
2025,Central Mich.,Jacob Booth,So.,OL,13,1
2025,Charlotte,Dallas Shirley,Sr.,OL,12,12
2025,Charlotte,Mo Clipper Jr.,Sr.,OL,12,12
2025,Charlotte,Jesse Ramil,Sr.,OL,9,7
2025,Charlotte,Mason Bowers,Sr.,OL,11,11
2025,Charlotte,Tyler Gibson,Jr.,OL,12,6
2025,Charlotte,Kristos Fernandez,Sr.,OL,10,7
2025,Charlotte,Jonny King,Sr.,OL,2,2
2025,Charlotte,Devin Davis,Sr.,OL,10,3
2025,Charlotte,Rod Green,Sr.,OL,9,1
2025,Cincinnati,Gavin Gerhardt,Sr.,OL,13,13
2025,Cincinnati,Isaiah Rogers,Sr.,OL,13,3
2025,Cincinnati,Deondre Buford,Sr.,OL,13,12
2025,Cincinnati,Joe Cotton,Jr.,OL,13,13
2025,Cincinnati,Taran Tyo,Jr.,OL,13,13
2025,Cincinnati,Ethan Green,Jr.,OL,13,1
2025,Cincinnati,Evan Tengesdahl,So.,OL,13,13
2025,Clemson,Walker Parks,Sr.,OL,9,5
2025,Clemson,Brayden Jacobs,Fr.,OL,10,4
2025,Clemson,Elyjah Thurmon,So.,OL,3,1
2025,Clemson,Ryan Linthicum,Sr.,C,13,13
2025,Clemson,Blake Miller,Sr.,OL,13,13
2025,Clemson,Harris Sewell,Jr.,OL,13,9
2025,Clemson,Collin Sadler,Jr.,OL,10,9
2025,Clemson,Tristan Leigh,Sr.,OL,10,10
2025,Clemson,Ronan O'Connell,Fr.,OL,9,1
2025,Coastal Carolina,Kain McDonald,Fr.,OL,7,3
2025,Coastal Carolina,Anthony Walton,Jr.,OL,10,3
2025,Coastal Carolina,Zac Elam,Sr.,OL,7,6
2025,Coastal Carolina,Joseph Hanson,Jr.,OL,10,10
2025,Coastal Carolina,Julius Tate,So.,OL,13,7
2025,Coastal Carolina,Thomas Johnson,Sr.,OL,11,11
2025,Coastal Carolina,Daniel Jones,So.,OL,13,2
2025,Coastal Carolina,Tray Franklin,Jr.,OL,9,3
2025,Coastal Carolina,Heston Edwards,Sr.,OL,10,9
2025,Coastal Carolina,Nick Del Grande,Jr.,OL,10,10
2025,Coastal Carolina,Gavin McLaughlin,So.,OL,7,1
2025,Colorado,Kareem Harden,Sr.,OL,12,3
2025,Colorado,Aki Ogunbiyi,Sr.,OL,6,1
2025,Colorado,Xavier Hill,Sr.,OL,11,10
2025,Colorado,Zy Crisler,Sr.,OL,12,12
2025,Colorado,Zarian McGill,Sr.,OL,12,12
2025,Colorado,Yahya Attia,Fr.,OL,10,4
2025,Colorado,Jordan Seaton,So.,OL,9,9
2025,Colorado,Andre Roye Jr.,Jr.,OL,9,2
2025,Colorado,Larry Johnson III,Jr.,OL,9,8
2025,Colorado St.,Christian Martin,So.,OL,12,12
2025,Colorado St.,Aaron Karas,Jr.,OL,12,12
2025,Colorado St.,Alex Foster,Sr.,OL,7,6
2025,Colorado St.,Phillip Ocon,Fr.,OL,8,2
2025,Colorado St.,Tanner Morley,So.,OL,4,4
2025,Colorado St.,Tristan Holmbeck,Sr.,OL,6,1
2025,Colorado St.,Liam Wortmann,Sr.,OL,11,11
2025,Colorado St.,Aitor Urionabarrenechea,So.,OL,12,12
2025,Delaware,Steven Demboski,Sr.,OL,11,11
2025,Delaware,Noah Rosahac,So.,OL,13,11
2025,Delaware,Anthony Caccese,Jr.,OL,13,13
2025,Delaware,Anwar O'neal,Jr.,OL,12,12
2025,Delaware,Patrick Shupp,Sr.,OL,6,5
2025,Delaware,Fintan Brose,Sr.,OL,13,13
2025,Duke,Brian Parker II,Jr.,OL,13,13
2025,Duke,Jordan Larsen,Jr.,OL,14,14
2025,Duke,Bradley Smith,Fr.,OL,14,1
2025,Duke,Matt Craycraft,Jr.,OL,14,14
2025,Duke,Bruno Fina,Sr.,OL,14,14
2025,Duke,Justin Pickett,Sr.,OL,14,14
2025,East Carolina,Jimarion McCrimon,Jr.,OL,13,12
2025,East Carolina,Emmanuel Poku,Sr.,OL,13,13
2025,East Carolina,Kyle Long,Sr.,OL,13,8
2025,East Carolina,Cooper Trnavsky,Sr.,OL,12,10
2025,East Carolina,Bryce Weaver,Jr.,OL,10,3
2025,East Carolina,Marleo Neolien,Jr.,OL,11,1
2025,East Carolina,Darius Bell,Sr.,OL,13,13
2025,East Carolina,Panda Askew,Sr.,OL,11,5
2025,Eastern Mich.,Spencer Webb,Jr.,OL,3,1
2025,Eastern Mich.,Owen Snively,Sr.,OL,11,10
2025,Eastern Mich.,Mickey Rewolinski,Sr.,OL,9,8
2025,Eastern Mich.,Everett Small,Fr.,OL,12,11
2025,Eastern Mich.,Mack Indestad,Jr.,OL,5,4
2025,Eastern Mich.,Joshua Anderson,Sr.,OL,9,8
2025,Eastern Mich.,Nicholas Gallegos,Jr.,OL,12,9
2025,Eastern Mich.,Dodji Dahoue,Sr.,OL,5,5
2025,Eastern Mich.,Terrance Saunders II,Jr.,OL,6,4
2025,FIU,Daniel Michel,Jr.,OL,11,10
2025,FIU,Jaheim Buchanon,So.,OL,13,13
2025,FIU,Miguel Cedeno,So.,OL,13,3
2025,FIU,Zaire Flournoy,Sr.,OL,13,1
2025,FIU,Antonio Tripp Jr.,So.,OL,12,12
2025,FIU,Julius Pierce,Sr.,OL,13,13
2025,FIU,Chad Staley,Jr.,OL,13,2
2025,FIU,Jaleel Davis,Jr.,OL,13,13
2025,FIU,Takaylen Muex,Fr.,OL,1,1
2025,Fla. Atlantic,Scarlee Jean,Sr.,OL,12,12
2025,Fla. Atlantic,Alex Atcavage,Sr.,OL,9,9
2025,Fla. Atlantic,Vincent Fiacable,Jr.,OL,12,12
2025,Fla. Atlantic,Ja'Kavion Nonar,Jr.,OL,11,11
2025,Fla. Atlantic,Mauricio Hinds,Fr.,OL,10,3
2025,Fla. Atlantic,Okino King,Jr.,OL,9,5
2025,Fla. Atlantic,Daughtry Richardson,Jr.,OL,9,8
2025,Florida,Bryce Lovett,Jr.,OL,12,2
2025,Florida,Jake Slaughter,Sr.,OL,12,12
2025,Florida,Damieon George Jr.,Sr.,OL,12,12
2025,Florida,Austin Barber,Sr.,OL,12,12
2025,Florida,Knijeah Harris,Jr.,OL,12,12
2025,Florida,Caden Jones,Jr.,OL,12,10
2025,Florida St.,Micah Pettus,Sr.,OL,11,11
2025,Florida St.,Jacob Rizy,Sr.,OL,12,2
2025,Florida St.,Gunnar Hansen,Sr.,OL,12,12
2025,Florida St.,Luke Petitbon,Sr.,OL,12,12
2025,Florida St.,Richie Leonard IV,Sr.,OL,11,11
2025,Florida St.,Adrian Medley,Sr.,OL,12,12
2025,Fresno St.,Edward Fonua,Jr.,OL,13,13
2025,Fresno St.,Campbell McHarg,Sr.,OL,2,2
2025,Fresno St.,Rolan Fullwood,Sr.,OL,12,12
2025,Fresno St.,Julian Polendo,Sr.,OL,13,11
2025,Fresno St.,Toreon Penright,Sr.,OL,7,2
2025,Fresno St.,Jacob Spomer,Sr.,OL,13,13
2025,Fresno St.,Brayden Walton,Fr.,OL,12,12
2025,Ga. Southern,Caleb Cook,Sr.,OL,13,13
2025,Ga. Southern,Johnnie Brown III,Jr.,OL,13,13
2025,Ga. Southern,Pichon Wimbley,Sr.,OL,13,13
2025,Ga. Southern,Caelan Williams,Sr.,OL,2,2
2025,Ga. Southern,Chandler Strong,Jr.,OL,13,13
2025,Ga. Southern,Robert Wright Jr.,So.,OL,12,11
2025,Georgia,Micah Morris,Sr.,OL,14,14
2025,Georgia,Jahzare Jackson,So.,OL,14,1
2025,Georgia,Drew Bobo,Jr.,OL,11,11
2025,Georgia,Bo Hughley,So.,OL,10,2
2025,Georgia,Michael Uini,Fr.,OL,13,1
2025,Georgia,Monroe Freeling,Jr.,OL,14,13
2025,Georgia,Earnest Greene III,Jr.,OL,9,9
2025,Georgia,Dontrell Glover,Fr.,OL,14,12
2025,Georgia,Malachi Toliver,Fr.,OL,6,3
2025,Georgia,Juan Gaston Jr.,Fr.,OL,13,4
2025,Georgia St.,Kynjrick Boyd,Jr.,OT,7,3
2025,Georgia St.,Dominic Johnson,So.,OL,1,1
2025,Georgia St.,Tyhler Williams,Jr.,OL,12,11
2025,Georgia St.,Obadiah Obasuyi,So.,OL,8,2
2025,Georgia St.,Deandre Duffus,So.,OL,10,9
2025,Georgia St.,Donovan Funsch,So.,OL,12,6
2025,Georgia St.,Alec Johnson,Jr.,OL,8,6
2025,Georgia St.,Derrell Bailey Jr.,Sr.,OL,8,8
2025,Georgia St.,Mason Cook,Sr.,OL,8,4
2025,Georgia St.,Pherleski Martin,Fr.,OL,2,1
2025,Georgia St.,Jeremiah McCrimmon,Jr.,OT,10,6
2025,Georgia Tech,Keylan Rutledge,Sr.,OL,13,13
2025,Georgia Tech,Malachi Carney,Jr.,OL,13,13
2025,Georgia Tech,Ethan Mackenny,Jr.,OL,13,13
2025,Georgia Tech,Joe Fusile,Sr.,OL,13,13
2025,Georgia Tech,Harrison Moore,So.,OG,11,9
2025,Georgia Tech,Tana Alo-Tupuola,So.,OL,10,4
2025,Hawaii,Judah Kaio,Jr.,OL,10,5
2025,Hawaii,Zhen Sotelo,Sr.,OL,13,13
2025,Hawaii,Boogie Henderson,Fr.,OL,6,2
2025,Hawaii,Dean Briski,Jr.,OL,12,11
2025,Hawaii,Kuao Peihopa,Sr.,OL,10,9
2025,Hawaii,James Milovale,Sr.,OL,13,13
2025,Hawaii,Ethan Spencer,Jr.,OL,12,12
2025,Houston,Jason Brooks Jr.,Sr.,OL,12,6
2025,Houston,Alvin Ebosele,Jr.,OL,13,13
2025,Houston,McKenzie Agnello,Jr.,OL,13,10
2025,Houston,Dalton Merryman,Sr.,OL,12,12
2025,Houston,Matthew Wykoff,Sr.,OL,13,11
2025,Houston,Demetrius Hunter,Jr.,OL,12,12
2025,Houston,David Ndukwe,Sr.,OL,2,1
2025,Illinois,Josh Gesky,Sr.,OL,13,13
2025,Illinois,Melvin Priestly,Sr.,OL,13,13
2025,Illinois,Nathan Knapik,Fr.,OL,4,1
2025,Illinois,Brandon Henderson,Jr.,OL,13,12
2025,Illinois,TJ McMillen,So.,OL,13,1
2025,Illinois,Brandon Hansen,So.,OL,13,1
2025,Illinois,Josh Kreutz,Sr.,OL,12,12
2025,Illinois,J.C. Davis,Sr.,OL,12,12
2025,Indiana,Bray Lynch,Jr.,OL,16,16
2025,Indiana,Kahlil Benson,Sr.,OL,16,12
2025,Indiana,Zen Michalski,Sr.,OL,16,5
2025,Indiana,Pat Coogan,Sr.,OL,16,16
2025,Indiana,Adedamola Ajani,So.,OL,12,4
2025,Indiana,Carter Smith,Jr.,OL,16,16
2025,Indiana,Drew Evans,Jr.,OL,12,12
2025,Iowa,Beau Stephens,Sr.,OL,13,13
2025,Iowa,Gennings Dunker,Sr.,OL,13,13
2025,Iowa,Kade Pieper,So.,OL,13,13
2025,Iowa,Trevor Lauck,So.,OL,13,13
2025,Iowa,Logan Jones,Sr.,OL,13,13
2025,Iowa St.,James Neal,Sr.,OL,12,12
2025,Iowa St.,Brendan Black,Jr.,OL,12,10
2025,Iowa St.,Jim Bonifas,Sr.,OL,12,12
2025,Iowa St.,Dylan Barrett,Sr.,OL,12,8
2025,Iowa St.,Tyler Miller,Sr.,OL,12,12
2025,Iowa St.,Vaea Ikakoula,Fr.,OL,4,2
2025,Iowa St.,Trevor Buhr,So.,OL,8,6
2025,Jacksonville St.,Lance Johnson,Fr.,OL,7,5
2025,Jacksonville St.,Adrian Gumm,Jr.,OL,12,8
2025,Jacksonville St.,Lucas Mrachkovskiy,So.,OL,13,11
2025,Jacksonville St.,Amare Grayson,So.,OL,14,14
2025,Jacksonville St.,KD Small,Sr.,OL,5,1
2025,Jacksonville St.,Nate Smith,So.,OL,13,2
2025,Jacksonville St.,Jeremiah Orr,Sr.,OL,2,2
2025,Jacksonville St.,Reggie Jackson,Jr.,OL,12,11
2025,Jacksonville St.,Cameron Griffin,Jr.,OL,14,14
2025,James Madison,Zach Greenberg,Sr.,OL,14,14
2025,James Madison,Carter Sweazie,Jr.,OL,14,14
2025,James Madison,Josh Toner,Sr.,OL,11,3
2025,James Madison,Jo Simmons,Jr.,OL,13,13
2025,James Madison,Riley Robell,So.,OL,13,11
2025,James Madison,Trent Wilson,Fr.,OL,14,1
2025,James Madison,Pat McMurtrie,Sr.,OL,14,14
2025,Kansas,Kobe Baynes,Sr.,OL,12,12
2025,Kansas,Enrique Cruz Jr.,Sr.,OL,12,12
2025,Kansas,Calvin Clements,So.,OL,12,12
2025,Kansas,Nolan Gorczyca,Sr.,OL,12,3
2025,Kansas,Bryce Foster,Sr.,OL,12,12
2025,Kansas,Amir Herring,So.,OL,12,12
2025,Kansas St.,Andrew Leingang,Sr.,OL,12,12
2025,Kansas St.,Sam Hecht,Sr.,OL,12,12
2025,Kansas St.,Terrence Enos Jr.,Sr.,OL,9,1
2025,Kansas St.,JB Nelson,Sr.,OL,8,3
2025,Kansas St.,Gus Hawkins,Fr.,OL,7,1
2025,Kansas St.,John Pastore,Jr.,OL,12,12
2025,Kansas St.,Devin Vass,So.,OL,11,7
2025,Kansas St.,Taylor Poitier,Sr.,OL,12,12
2025,Kennesaw St.,J.T. Pennington,Sr.,OL,14,13
2025,Kennesaw St.,Brandon Best,Jr.,OL,14,14
2025,Kennesaw St.,JaDarious Lee,Jr.,OL,14,14
2025,Kennesaw St.,Josiah Chenault,So.,OL,14,14
2025,Kennesaw St.,Nikola Milovac,So.,OL,14,14
2025,Kennesaw St.,Cameron Williams,Sr.,OL,13,1
2025,Kent St.,Boston Crowell,Fr.,OL,3,2
2025,Kent St.,Tyler Meadows,Fr.,OL,9,7
2025,Kent St.,Matt Pajuste,Sr.,OL,10,5
2025,Kent St.,Ashton Rivera,Jr.,OL,11,10
2025,Kent St.,Jaxon Dunn,Fr.,OL,11,8
2025,Kent St.,Garrett Masterson,Jr.,OL,12,12
2025,Kent St.,Abdoualye Diallo,Jr.,OL,10,3
2025,Kent St.,Jamarcus Hill,Jr.,OL,12,2
2025,Kent St.,Dustyn Morell,Jr.,OL,11,11
2025,Kentucky,Alex Wollschlaeger,Sr.,OL,12,12
2025,Kentucky,Joshua Braun,Sr.,OL,12,12
2025,Kentucky,Jalen Farmer,Jr.,OL,12,12
2025,Kentucky,Jager Burton,Sr.,OL,12,12
2025,Kentucky,Shiyazh Pete,Sr.,OL,12,12
2025,LSU,DJ Chester,So.,OL,7,1
2025,LSU,Weston Davis,So.,OT,12,10
2025,LSU,Coen Echols,So.,OL,13,8
2025,LSU,Tyree Adams,So.,OL,9,9
2025,LSU,Ory Williams,So.,OT,12,2
2025,LSU,Paul Mubenga,So.,OL,10,6
2025,LSU,Josh Thompson,Sr.,OL,12,12
2025,LSU,Braelin Moore,Jr.,OL,12,12
2025,LSU,Carius Curne,Fr.,OL,8,5
2025,Liberty,Austin Anderson,So.,OL,3,1
2025,Liberty,D.J. Geth,So.,OL,12,12
2025,Liberty,Aaron Fenimore,So.,OL,12,12
2025,Liberty,Joep Engbers,So.,OL,12,10
2025,Liberty,Christian Williams,Jr.,OL,12,9
2025,Liberty,"Erwil Anthony, Jr.",Sr.,OL,4,1
2025,Liberty,Trey Bedosky,Sr.,OL,9,2
2025,Liberty,Jack Tucker,Sr.,OL,12,1
2025,Liberty,Harrison Hayes,Sr.,OL,12,12
2025,Louisiana,Jax Harrington,Sr.,OL,13,13
2025,Louisiana,Kaden Moreau,Jr.,OL,11,11
2025,Louisiana,Bryant Williams,Jr.,OL,11,11
2025,Louisiana,Andrew Martinez,So.,OL,4,2
2025,Louisiana,Matthew Broussard,So.,OL,12,9
2025,Louisiana,Jakoby Isom,Fr.,OL,5,1
2025,Louisiana,Ryder Bentley,Fr.,OL,5,1
2025,Louisiana,Mackey Maillho,Sr.,OL,10,2
2025,Louisiana,George Jackson,Sr.,OL,4,4
2025,Louisiana,Cooper Fordham,So.,OL,11,11
2025,Louisiana Tech,Landon Nelson,Sr.,OL,12,12
2025,Louisiana Tech,Kenneth Bannister,Sr.,OL,6,6
2025,Louisiana Tech,Hayden Christman,So.,OL,13,13
2025,Louisiana Tech,Brett Canis,Sr.,OL,13,7
2025,Louisiana Tech,Jonathan Denis,Sr.,OL,10,9
2025,Louisiana Tech,Austin Ellis,So.,OL,11,1
2025,Louisiana Tech,Troy Smith,So.,OL,11,1
2025,Louisiana Tech,Ashanti Cole,Jr.,OL,13,13
2025,Louisiana Tech,Roy Brackins III,So.,OL,13,6
2025,Louisville,Rasheed Miller,Sr.,OL,13,13
2025,Louisville,Trevonte Sylvester,Sr.,OL,11,8
2025,Louisville,Pete Nygra,Sr.,OL,13,13
2025,Louisville,Jordan Church,So.,OL,13,3
2025,Louisville,Mahamane Moussa,Sr.,OL,13,13
2025,Louisville,Mak Pounders,Sr.,OL,7,2
2025,Louisville,Lance Robinson,Sr.,OL,13,13
2025,Marshall,Bryce Biggs,Sr.,OL,9,3
2025,Marshall,Christian Richter,Jr.,OL,8,5
2025,Marshall,Shun'Markus Adams,Jr.,OL,12,12
2025,Marshall,Jalen Slappy,Jr.,OL,12,12
2025,Marshall,Eric Meeks,Jr.,OL,12,12
2025,Marshall,Tyler McDuffie,Sr.,OL,11,5
2025,Marshall,Tariq Montgomery,Jr.,OL,11,11
2025,Maryland,Michael Hershey,So.,OL,12,12
2025,Maryland,Isaiah Wright,Sr.,OL,12,12
2025,Maryland,Rahtrel Perry,Jr.,OL,12,12
2025,Maryland,Alan Herron,Sr.,OL,12,12
2025,Maryland,Aliou Bah,Jr.,OL,12,12
2025,Massachusetts,Brock Taylor,Fr.,OL,9,5
2025,Massachusetts,Benjamin Roy Jr.,Sr.,OL,10,9
2025,Massachusetts,Mao Glynn II,Sr.,OL,6,4
2025,Massachusetts,Peyton Miller,So.,OL,10,3
2025,Massachusetts,Sullivan Weidman,Jr.,OL,9,9
2025,Massachusetts,Ryan Mosesso,Sr.,OL,12,12
2025,Massachusetts,Jaxon King,Jr.,OL,7,2
2025,Massachusetts,Mike Entwistle,Sr.,OL,10,4
2025,Massachusetts,Luke Painton,Sr.,OL,9,7
2025,Massachusetts,Kyle Brown,Sr.,OL,11,5
2025,Memphis,Parker Mitchell,Jr.,OL,13,13
2025,Memphis,Jonathan Young,Sr.,OL,12,1
2025,Memphis,Chris Adams,Sr.,OL,12,12
2025,Memphis,Yakiri Walker,Sr.,OL,13,13
2025,Memphis,Ethan Newman,So.,OL,12,2
2025,Memphis,Travis Burke,Sr.,OL,11,11
2025,Memphis,Malachi Breland,So.,OL,12,12
2025,Miami (FL),Markel Bell,Sr.,OL,16,16
2025,Miami (FL),Matthew McCoy,Jr.,OL,15,15
2025,Miami (FL),James Brockermeyer,Sr.,OL,16,16
2025,Miami (FL),Samson Okunlola,Jr.,OL,16,1
2025,Miami (FL),Francis Mauigoa,Jr.,OL,16,16
2025,Miami (FL),Anez Cooper,Sr.,OL,16,16
2025,Miami (OH),Kris Manu,So.,OL,14,14
2025,Miami (OH),Eric Smith,Sr.,OL,14,14
2025,Miami (OH),Jacob Schorsch,So.,OL,13,7
2025,Miami (OH),Austin Uke,Sr.,OL,11,6
2025,Miami (OH),Greg Smith Jr.,Jr.,OL,14,14
2025,Miami (OH),Drew Terrill,Sr.,OL,12,12
2025,Miami (OH),Gavin Rohrs,Sr.,OL,13,3
2025,Miami (OH),Mitchell Butler,So.,OL,10,1
2025,Michigan,Andrew Sprague,So.,OL,12,12
